epoch,distortion_loss,perception_loss
0,0.08607262372970581,0.3406949043273926
1,0.08704058825969696,0.03232383728027344
2,0.0880289077758789,0.30123209953308105
3,0.08881159126758575,0.44979095458984375
4,0.09486567229032516,0.11207699775695801
5,0.08860314637422562,0.5128128528594971
6,0.08915213495492935,0.5333738923072815
7,0.09367638826370239,0.18667638301849365
8,0.09140189737081528,0.3721681535243988
9,0.08447805047035217,0.7192080020904541
10,0.08908609300851822,0.6260230541229248
11,0.08678241819143295,0.6616702675819397
12,0.08590253442525864,0.4177323579788208
13,0.08732912689447403,0.4368317127227783
14,0.08365260064601898,0.6719723343849182
15,0.08751612156629562,0.6423765420913696
16,0.09396339952945709,0.32010746002197266
17,0.0843430608510971,0.38352736830711365
18,0.08676086366176605,0.7726041078567505
19,0.08898034691810608,0.3472791910171509
20,0.0889817550778389,0.41504740715026855
21,0.08786523342132568,0.6053519248962402
22,0.08557035773992538,0.7241175174713135
23,0.0853150486946106,0.6313858032226562
24,0.0849892795085907,0.5651993751525879
