epoch,distortion_loss,perception_loss
0,0.07510343939065933,-0.05116510018706322
1,0.07255049794912338,0.23122000694274902
2,0.08877502381801605,-0.16151028871536255
3,0.07873895019292831,0.1387939453125
4,0.07567545026540756,0.09797847270965576
5,0.07936292886734009,0.19893747568130493
6,0.07708451896905899,0.04082417115569115
7,0.08663438260555267,0.07947516441345215
8,0.08353108912706375,0.10698091983795166
9,0.07361318916082382,0.5170329213142395
10,0.07521483302116394,0.5371427536010742
11,0.0770498737692833,0.17501376569271088
12,0.0771963819861412,0.25577449798583984
13,0.07531984895467758,0.49553948640823364
14,0.0764821246266365,0.4424971640110016
15,0.07452548295259476,0.5828735828399658
16,0.080596923828125,0.3016449213027954
17,0.07892170548439026,0.3356441855430603
18,0.07352834194898605,0.19726711511611938
19,0.07402211427688599,0.47154226899147034
20,0.07725383341312408,0.39580994844436646
21,0.07289060205221176,0.4218847155570984
22,0.07513831555843353,0.3469289243221283
23,0.08009743690490723,0.3494008481502533
24,0.07393446564674377,0.6517728567123413
