epoch,distortion_loss,perception_loss
0,0.4647451937198639,43.55317306518555
1,0.46788686513900757,43.1639518737793
2,0.47189411520957947,44.71274185180664
3,0.4855101406574249,42.10515594482422
4,0.47298532724380493,43.70989227294922
5,0.49455204606056213,44.326236724853516
6,0.4677625298500061,39.702972412109375
7,0.49025779962539673,43.274513244628906
8,0.4733838140964508,41.442508697509766
9,0.48863792419433594,39.94839859008789
10,0.4896059036254883,40.99811935424805
11,0.48360827565193176,39.38521957397461
12,0.48601630330085754,40.28965377807617
