epoch,distortion_loss,perception_loss
0,0.45138436555862427,38.97616958618164
1,0.4573404788970947,39.212928771972656
2,0.4539337754249573,40.22119140625
3,0.4590207040309906,38.888668060302734
4,0.4567797780036926,36.73155212402344
5,0.4522574245929718,38.75025177001953
6,0.45474621653556824,37.546546936035156
7,0.45801088213920593,37.14277267456055
8,0.4518328905105591,35.46416473388672
9,0.45100781321525574,35.67567443847656
10,0.4537125825881958,36.161827087402344
11,0.44670140743255615,36.627464294433594
12,0.45492249727249146,36.23883819580078
13,0.4491269290447235,35.22930908203125
14,0.44819343090057373,37.4405632019043
15,0.4484889507293701,33.453147888183594
16,0.4601230323314667,35.939903259277344
17,0.4522770941257477,34.40673828125
18,0.4472426176071167,34.76772689819336
19,0.45051196217536926,32.763954162597656
20,0.45048171281814575,34.65317916870117
21,0.45223456621170044,34.0159912109375
22,0.45272544026374817,33.52629852294922
23,0.45033466815948486,33.53387451171875
24,0.44753792881965637,33.271175384521484
