epoch,distortion_loss,perception_loss
0,0.05347836762666702,5.874838829040527
1,0.05320662260055542,6.670487403869629
2,0.053263306617736816,6.630067348480225
3,0.05330481007695198,6.745550155639648
4,0.053059935569763184,6.729292392730713
5,0.053039245307445526,7.015665054321289
6,0.05303812399506569,6.778911590576172
7,0.05298786610364914,7.054895401000977
8,0.05305914208292961,6.7915849685668945
9,0.05330280587077141,7.130396842956543
10,0.05325346812605858,7.067709445953369
11,0.053111035376787186,6.962184429168701
12,0.053165797144174576,7.4607157707214355
13,0.053046006709337234,7.096399307250977
14,0.05315590649843216,7.211642742156982
15,0.05296069383621216,7.433542251586914
16,0.053024131804704666,6.8532280921936035
17,0.053672924637794495,7.261320114135742
18,0.05301225557923317,7.055471897125244
19,0.05303458869457245,7.251485347747803
20,0.05302005633711815,7.321951389312744
21,0.05302176624536514,7.346956253051758
22,0.052964143455028534,7.37925386428833
