epoch,distortion_loss,perception_loss
0,0.4746233820915222,41.96320724487305
1,0.4822837710380554,44.147613525390625
2,0.4723789393901825,39.997962951660156
3,0.4698096513748169,41.71904754638672
4,0.4762728810310364,40.239952087402344
5,0.4767657518386841,40.486019134521484
6,0.4712260663509369,40.04412841796875
7,0.47559499740600586,39.50159454345703
8,0.4753674268722534,40.087615966796875
9,0.480912983417511,38.06231689453125
10,0.4755374789237976,40.271934509277344
11,0.47337543964385986,37.49720001220703
12,0.4824114739894867,37.71196365356445
13,0.4726278781890869,38.94749450683594
14,0.4730164408683777,39.27454376220703
15,0.48276472091674805,38.2456169128418
16,0.4797667860984802,38.32183837890625
17,0.47540760040283203,37.3873291015625
18,0.47114866971969604,37.660091400146484
19,0.4731847643852234,37.644012451171875
