epoch,distortion_loss,perception_loss
0,0.45339155197143555,36.792198181152344
1,0.45764362812042236,38.09444046020508
2,0.4552316665649414,36.83793640136719
3,0.450456440448761,36.54692840576172
4,0.4551168978214264,35.55740737915039
5,0.4528653621673584,36.482479095458984
6,0.4503791332244873,35.54359436035156
7,0.4442085325717926,33.017547607421875
8,0.4494567811489105,35.010475158691406
9,0.4513618052005768,35.81037521362305
10,0.44534045457839966,35.264530181884766
11,0.44498854875564575,33.86317825317383
12,0.4437747001647949,34.902626037597656
13,0.4405418932437897,33.57615661621094
14,0.44653093814849854,33.73927307128906
15,0.44534993171691895,32.623905181884766
16,0.4451020359992981,33.59868621826172
17,0.43552660942077637,33.988258361816406
18,0.4364296793937683,34.160945892333984
19,0.435795396566391,32.7370719909668
20,0.4377797842025757,33.151611328125
21,0.4332106411457062,32.3971061706543
22,0.43831512331962585,33.43389129638672
23,0.4366014003753662,32.92711639404297
24,0.4413905143737793,33.0857048034668
