epoch,distortion_loss,perception_loss
0,0.436310350894928,47.05225372314453
1,0.43511879444122314,41.24395751953125
2,0.4488235116004944,41.92941665649414
3,0.44146326184272766,42.26533126831055
4,0.4462480843067169,40.7269287109375
5,0.4420124292373657,40.547637939453125
6,0.4500730335712433,42.13094711303711
7,0.4687208831310272,41.79611587524414
8,0.45027875900268555,39.41001892089844
9,0.45863568782806396,40.49447250366211
10,0.4693254828453064,37.248512268066406
11,0.4471714198589325,37.54057693481445
