epoch,distortion_loss,perception_loss
0,0.05452645197510719,-0.02143724076449871
1,0.05724029242992401,-0.044269513338804245
2,0.055054470896720886,0.012737355194985867
3,0.06125059723854065,-0.06896906346082687
4,0.05583798512816429,0.05262047052383423
5,0.05489877611398697,0.04291868209838867
6,0.0555289126932621,0.0228959321975708
7,0.05916520953178406,-0.0379410982131958
8,0.056033726781606674,0.043068110942840576
9,0.05800512433052063,-0.011883138678967953
10,0.0559358149766922,0.050420816987752914
11,0.05683591216802597,0.0007673492073081434
12,0.055971432477235794,0.11970246583223343
13,0.05498757213354111,0.06840144842863083
14,0.05893901363015175,0.12208079546689987
15,0.05558505654335022,0.07879853248596191
16,0.059207696467638016,0.009179577231407166
17,0.05555586889386177,0.18681347370147705
18,0.05737458914518356,0.122379831969738
19,0.05735563859343529,0.07777797430753708
20,0.05566991865634918,0.12099160999059677
21,0.055695779621601105,0.0856306254863739
22,0.05503217503428459,0.10813837498426437
23,0.05623878166079521,0.06719779223203659
24,0.05539966747164726,0.09342637658119202
