epoch,distortion_loss,perception_loss
0,0.2700853645801544,22.70859718322754
1,0.25802475214004517,21.944255828857422
2,0.252105712890625,24.73615074157715
3,0.2549213469028473,22.402000427246094
4,0.2513144016265869,23.55368423461914
5,0.25591936707496643,22.769123077392578
6,0.2554829716682434,22.361019134521484
7,0.25738969445228577,22.151926040649414
8,0.25719016790390015,23.19167137145996
9,0.26127853989601135,22.763967514038086
10,0.2661503255367279,20.533018112182617
11,0.2655215263366699,21.30316925048828
12,0.2692064046859741,21.108835220336914
13,0.26975375413894653,21.612979888916016
14,0.27922937273979187,21.554983139038086
15,0.28218257427215576,19.631603240966797
16,0.2653612792491913,20.23609733581543
17,0.26967644691467285,20.393312454223633
18,0.2800116240978241,20.634321212768555
19,0.2709578573703766,20.5050048828125
20,0.27615034580230713,19.917129516601562
21,0.27744919061660767,20.300004959106445
22,0.27672162652015686,19.508567810058594
23,0.2774865925312042,19.549619674682617
24,0.2796737253665924,19.262807846069336
