epoch,distortion_loss,perception_loss
0,0.072514109313488,2.747745990753174
1,0.07088224589824677,3.1181693077087402
2,0.07299015671014786,2.927640914916992
3,0.0709577202796936,3.3308093547821045
4,0.07065974920988083,3.5455541610717773
5,0.06864602118730545,3.740814447402954
6,0.06957352161407471,3.4381186962127686
7,0.06688779592514038,4.068048477172852
8,0.06805407255887985,3.7028419971466064
9,0.07099350541830063,3.541752338409424
10,0.0710124522447586,3.4789905548095703
11,0.06855563819408417,4.025088787078857
12,0.06969986110925674,3.663363218307495
13,0.06790671497583389,4.22715425491333
14,0.06928067654371262,3.9029011726379395
15,0.06639600545167923,4.207988739013672
16,0.06834635138511658,4.004739761352539
17,0.06910436600446701,3.757504940032959
18,0.06717651337385178,4.348004341125488
19,0.07198991626501083,3.4194881916046143
20,0.06908565759658813,3.988154649734497
21,0.07266948372125626,3.546480417251587
22,0.06954751163721085,3.7882490158081055
23,0.0700395405292511,3.776759386062622
24,0.07096707075834274,3.697634696960449
