epoch,distortion_loss,perception_loss
0,0.45152416825294495,33.75907897949219
1,0.44046780467033386,34.89820861816406
2,0.44996991753578186,33.64945983886719
3,0.42514604330062866,34.54707717895508
4,0.4231567680835724,32.741275787353516
5,0.4163993000984192,32.32455825805664
6,0.42101752758026123,33.37904739379883
7,0.4184216558933258,30.098434448242188
8,0.4139963388442993,31.714311599731445
9,0.4096987545490265,31.69695472717285
10,0.41550639271736145,32.26992416381836
11,0.4136865735054016,28.039518356323242
12,0.41362181305885315,32.00765609741211
13,0.42187416553497314,27.70932960510254
14,0.4026947617530823,29.838918685913086
15,0.4040335714817047,30.581987380981445
16,0.40607592463493347,27.787139892578125
17,0.40701815485954285,27.657949447631836
18,0.4123176634311676,27.489742279052734
19,0.40336400270462036,29.377840042114258
20,0.39213645458221436,28.665464401245117
21,0.3916242718696594,28.263961791992188
22,0.3937388062477112,27.698680877685547
23,0.3887299597263336,29.739383697509766
24,0.3937780559062958,27.538597106933594
