epoch,distortion_loss,perception_loss
0,0.4079090356826782,24.958354949951172
1,0.37734082341194153,25.390945434570312
2,0.365237832069397,23.541048049926758
3,0.35564926266670227,24.845657348632812
4,0.3526366949081421,22.90156364440918
5,0.3549179136753082,21.550622940063477
6,0.3525756299495697,23.89822006225586
7,0.3415931463241577,23.787904739379883
8,0.33850112557411194,21.23613929748535
9,0.3313048779964447,21.26948356628418
10,0.3342582881450653,21.363149642944336
11,0.3285047113895416,21.942373275756836
12,0.3324279189109802,21.20545768737793
13,0.3333473205566406,20.126638412475586
14,0.33420252799987793,21.470685958862305
15,0.33277711272239685,20.0621280670166
16,0.3294544219970703,19.467622756958008
17,0.32979536056518555,20.837444305419922
18,0.32094326615333557,19.237255096435547
19,0.32693469524383545,19.907503128051758
20,0.3134494423866272,19.594133377075195
21,0.3138744533061981,19.60817527770996
22,0.3120318055152893,19.309003829956055
23,0.3135676085948944,18.881128311157227
24,0.3123147785663605,19.162765502929688
