epoch,distortion_loss,perception_loss
0,0.4234932065010071,39.96124267578125
1,0.40365463495254517,38.8646125793457
2,0.39182257652282715,38.35890579223633
3,0.3864234685897827,41.06245040893555
4,0.39048469066619873,41.1062126159668
5,0.3810289204120636,40.80529022216797
6,0.3817334473133087,41.051631927490234
7,0.37858355045318604,41.579925537109375
8,0.3763934075832367,39.45499801635742
9,0.37906044721603394,42.11795425415039
10,0.3749154806137085,40.577056884765625
11,0.3745931088924408,39.83802795410156
12,0.37380874156951904,38.98591232299805
13,0.3754885792732239,39.48973846435547
14,0.37206730246543884,41.743263244628906
15,0.3712131679058075,43.0971565246582
16,0.3708755373954773,39.82316589355469
17,0.36976921558380127,39.85294723510742
18,0.3680887222290039,41.05095291137695
19,0.36721089482307434,40.82219314575195
20,0.36278608441352844,40.58732223510742
21,0.36223676800727844,40.2230110168457
22,0.3620031774044037,40.35723876953125
23,0.3617938160896301,39.78447723388672
24,0.36159300804138184,39.898990631103516
