epoch,distortion_loss,perception_loss
0,0.34540483355522156,26.8698673248291
1,0.31994035840034485,30.220762252807617
2,0.30677634477615356,29.349937438964844
3,0.299215704202652,26.62284278869629
4,0.29035356640815735,26.03228187561035
5,0.28713327646255493,24.475284576416016
6,0.28195667266845703,24.583955764770508
7,0.278247207403183,24.813701629638672
8,0.2748337686061859,23.29045867919922
9,0.2738795280456543,23.87774658203125
10,0.2699355483055115,24.5372257232666
11,0.2676193416118622,22.747434616088867
12,0.2681899964809418,23.962139129638672
13,0.26621270179748535,24.238187789916992
14,0.26708734035491943,21.98093032836914
15,0.2646021544933319,22.598316192626953
16,0.26244089007377625,22.092117309570312
17,0.26424920558929443,23.813512802124023
18,0.2615611255168915,21.157054901123047
19,0.261504203081131,21.580141067504883
20,0.251554399728775,21.62637710571289
21,0.2509027421474457,21.353050231933594
22,0.25121796131134033,21.055482864379883
23,0.24955333769321442,21.53777313232422
24,0.249627023935318,21.188949584960938
