epoch,distortion_loss,perception_loss
0,0.5351589918136597,24.283023834228516
1,0.5332320332527161,24.8113956451416
2,0.5251350402832031,21.492042541503906
3,0.5335880517959595,22.13316535949707
4,0.5138231515884399,20.89881134033203
5,0.5509749054908752,19.564403533935547
6,0.5121913552284241,21.3113956451416
7,0.5252424478530884,20.474458694458008
8,0.5392148494720459,18.451919555664062
9,0.5200597643852234,20.40296745300293
10,0.5202317237854004,20.411523818969727
11,0.5206546187400818,19.466176986694336
12,0.517210066318512,20.593116760253906
13,0.5260370373725891,19.18878746032715
14,0.5285719633102417,18.729896545410156
15,0.5199820399284363,18.02488899230957
16,0.5248882174491882,17.898019790649414
17,0.5347751975059509,17.49968147277832
18,0.5295189023017883,19.870922088623047
19,0.5340651273727417,17.7101993560791
20,0.5271342396736145,17.893726348876953
21,0.5244457125663757,17.885208129882812
22,0.5242996215820312,17.438005447387695
23,0.5220997333526611,17.479354858398438
24,0.526957631111145,17.043197631835938
