epoch,distortion_loss,perception_loss
0,0.05205783620476723,5.518713474273682
1,0.051345743238925934,5.719612121582031
2,0.05058465898036957,5.896701335906982
3,0.05059508979320526,5.986661434173584
4,0.049978818744421005,5.782480239868164
5,0.049852121621370316,5.859072208404541
6,0.050117362290620804,6.156373977661133
7,0.04968704283237457,5.858233451843262
8,0.05030899494886398,6.628709316253662
9,0.04940556362271309,5.891424655914307
10,0.049081962555646896,5.9206132888793945
11,0.04948258027434349,6.0874552726745605
12,0.049718622118234634,6.206005096435547
13,0.049779679626226425,6.126073360443115
14,0.04913942515850067,6.315367221832275
15,0.049278952181339264,6.203760623931885
16,0.049024663865566254,6.353765487670898
17,0.04907817766070366,6.157777786254883
18,0.04888131842017174,6.251096248626709
19,0.04911687970161438,6.289748191833496
20,0.04876800999045372,6.437716007232666
21,0.0486881397664547,6.4034857749938965
22,0.04858033359050751,6.3843488693237305
23,0.04850468784570694,6.302348613739014
24,0.04861733317375183,6.349484920501709
